,label,fu,fb,fv,fr,fi,fj,nuv,enuv,fuv,efuv,Vr,ra (deg),dec (deg)
726,3,6,6,6,6,6,0,999,999,999,999,99999,10.74,41.3
727,3,6,6,6,6,6,9,999,999,999,999,99999,10.74,40.87
728,3,6,6,6,6,6,5,999,999,999,999,99999,10.74,40.86
729,1,6,6,6,6,6,9,999,999,999,999,99999,10.75,41.15
730,1,7,7,7,9,9,5,999,999,999,999,99999,10.75,41.07
731,1,6,6,6,6,6,9,999,999,999,999,99999,10.76,41.44
732,1,6,6,6,6,7,9,999,999,999,999,99999,10.75,41.27
733,1,7,7,7,7,7,9,21.67,0.14,999,999,99999,10.76,41.5
734,1,6,6,6,6,6,0,999,999,999,999,99999,10.76,41.22
735,3,6,6,6,6,6,9,999,999,999,999,99999,10.76,40.83
736,3,6,6,6,6,6,9,999,999,999,999,99999,10.77,41.2
737,1,6,6,6,6,6,9,19.17,0.01,19.88,0.03,99999,10.81,41.15
738,3,6,6,6,6,6,9,999,999,999,999,99999,10.82,41.63
739,1,6,6,6,0,0,9,999,999,999,999,99999,10.82,41.11
740,1,6,6,6,6,6,9,999,999,999,999,99999,10.82,41.53
741,5,6,6,6,6,6,9,999,999,999,999,99999,10.9,40.93
742,3,6,6,6,6,6,9,21.61,0.05,21.73,0.08,99999,10.9,40.89
743,5,6,6,6,6,6,0,22.58,0.2,999,999,99999,10.92,40.91
744,2,6,6,6,6,6,5,999,999,999,999,99999,10.94,41.34
745,1,7,7,24,7,24,9,999,999,999,999,99999,10.95,41.24
746,3,7,7,7,7,7,9,999,999,999,999,99999,10.97,41.26
747,1,7,7,7,7,7,9,999,999,999,999,99999,10.98,41.25
748,3,6,6,6,6,6,9,999,999,999,999,-96,10.98,41.72
749,1,6,6,6,0,0,9,21.38,0.12,999,999,99999,10.99,41.76
750,3,9,9,3,9,9,9,20.14,0.04,20.62,0.06,99999,11,40.7
751,1,6,6,6,6,6,9,999,999,999,999,99999,11,41.61
752,1,6,6,6,6,6,9,999,999,999,999,99999,11.02,41.65
753,1,6,6,24,6,24,5,999,999,999,999,99999,11.09,41.32
754,5,7,7,7,7,7,9,999,999,999,999,99999,11.1,40.77
755,3,6,6,6,6,6,9,999,999,999,999,99999,11.11,41.74
756,1,6,6,24,6,24,9,999,999,999,999,99999,11.11,41.65
757,3,7,7,7,7,7,9,999,999,999,999,99999,11.13,40.8
758,3,9,7,7,7,7,5,999,999,999,999,99999,11.14,40.76
759,1,6,6,24,6,24,9,999,999,999,999,99999,11.17,41.41
760,3,6,6,6,6,6,9,999,999,999,999,99999,11.2,41.4
761,5,6,6,6,6,6,5,999,999,999,999,99999,11.2,41.27
762,3,6,6,6,6,6,9,999,999,999,999,99999,11.23,41.16
763,5,6,6,6,6,6,5,21.23,0.12,21.44,0.15,99999,11.23,41.27
764,3,6,6,6,6,6,9,999,999,999,999,99999,11.23,41.21
765,5,7,7,7,7,7,9,999,999,999,999,99999,11.27,41.15
766,3,7,7,7,7,7,9,999,999,999,999,99999,11.28,40.86
767,3,9,9,3,9,9,5,999,999,999,999,99999,11.32,41.17
768,3,6,6,6,6,6,5,999,999,999,999,99999,11.32,41.41
769,5,6,6,6,6,6,9,999,999,999,999,99999,11.35,41.36
770,5,7,7,7,7,7,5,999,999,999,999,99999,11.37,40.8
771,5,6,6,6,6,6,9,999,999,999,999,99999,11.37,41.34
772,3,6,6,6,6,6,9,999,999,999,999,99999,11.37,41.38
773,3,6,6,6,6,6,9,999,999,999,999,99999,11.4,41.3
774,2,7,7,7,7,7,0,999,999,999,999,99999,8.55,39.85
775,2,7,7,7,7,7,0,999,999,999,999,99999,8.88,40.74
776,3,7,7,7,7,7,5,999,999,999,999,99999,8.88,41.33
777,3,7,7,7,7,7,5,999,999,999,999,99999,9.09,40.93
778,5,7,7,7,7,7,5,999,999,999,999,99999,9.09,41.48
779,2,7,7,7,7,7,9,999,999,999,999,99999,9.1,39.75
780,5,7,7,7,7,7,9,999,999,999,999,-89,9.13,41.36
781,5,7,7,7,7,7,9,999,999,999,999,99999,9.13,41.48
782,2,7,7,7,7,7,5,999,999,999,999,99999,9.14,41.15
783,5,9,9,1,9,9,5,999,999,999,999,99999,9.15,40.47
784,2,1,7,7,7,7,5,999,999,999,999,99999,9.15,41.62
785,5,7,7,7,7,7,9,999,999,999,999,99999,9.18,41.64
786,5,1,1,1,1,9,9,999,999,999,999,99999,9.19,41.14
787,5,12,12,12,1,9,5,999,999,999,999,99999,9.21,41.12
788,5,7,7,7,7,7,5,999,999,999,999,99999,9.23,40.15
789,1,7,7,29,23,29,5,999,999,999,999,99999,9.25,41.43
790,5,9,9,1,9,9,9,999,999,999,999,99999,9.26,39.8
791,5,1,1,1,9,9,0,999,999,999,999,99999,9.28,42.43
792,5,1,1,1,1,9,5,999,999,999,999,99999,9.34,42.31
793,5,6,6,6,6,6,9,999,999,999,999,99999,9.36,40.08
794,5,7,7,7,7,7,9,999,999,999,999,99999,9.36,41.32
795,2,7,7,7,7,7,5,999,999,999,999,99999,9.4,40.96
796,5,1,1,1,1,9,0,999,999,999,999,99999,9.4,39.84
797,5,6,6,6,6,6,9,999,999,999,999,99999,9.44,40.09
798,5,6,6,6,6,6,9,999,999,999,999,99999,9.46,40.18
799,5,6,6,6,6,6,0,999,999,999,999,99999,9.46,40.17
800,5,6,6,6,6,6,9,999,999,999,999,99999,9.47,40.06
801,5,6,6,6,6,6,9,999,999,999,999,99999,9.48,39.9
802,3,7,7,7,7,7,9,999,999,999,999,99999,9.49,40.54
803,2,7,7,7,7,7,9,999,999,999,999,99999,9.52,40.93
804,5,7,7,7,7,7,9,999,999,999,999,99999,9.56,40.86
805,1,7,7,7,23,29,0,999,999,999,999,99999,9.59,41.91
806,5,9,9,1,9,9,9,999,999,999,999,99999,9.6,39.68
807,5,6,6,6,6,6,9,999,999,999,999,99999,9.61,39.87
808,5,7,7,7,7,7,9,999,999,999,999,99999,9.62,39.73
809,5,7,7,7,7,7,9,999,999,999,999,99999,9.66,40.66
810,3,6,6,6,6,6,9,999,999,999,999,99999,9.68,40.2
811,5,7,7,7,7,7,9,999,999,999,999,99999,9.68,40.7
812,5,7,7,7,7,7,0,999,999,999,999,99999,9.7,40.68
813,5,1,1,1,1,9,0,999,999,999,999,99999,9.7,40.08
814,3,7,7,7,23,7,0,999,999,999,999,99999,9.72,41.48
815,3,6,6,6,6,6,0,999,999,999,999,99999,9.73,40.05
816,3,7,7,7,7,7,0,999,999,999,999,99999,9.84,41.45
817,3,7,7,7,7,7,0,999,999,999,999,99999,9.86,41.46
818,4,9,19,19,19,9,0,999,999,999,999,99999,9.86,41.9
819,1,7,7,7,7,7,0,999,999,999,999,99999,9.88,41.47
820,3,7,7,7,7,7,0,20.79,0.03,21.61,0.07,99999,9.88,41.46
821,3,6,6,6,6,6,0,999,999,999,999,99999,9.93,40.68
822,5,1,1,1,9,9,0,21.21,0.07,21.21,0.1,99999,9.95,42.39
823,3,6,6,6,6,9,0,999,999,999,999,99999,10,40.57
824,2,7,7,7,7,7,0,20.82,0.04,21.06,0.06,99999,10.01,39.39
825,5,9,19,19,19,9,0,999,999,999,999,99999,10.02,41.58
826,2,7,7,7,7,7,0,999,999,999,999,99999,10.06,39.69
827,2,7,7,7,7,7,0,21.65,0.08,999,999,99999,10.07,42.42
828,5,6,6,6,6,6,9,999,999,999,999,99999,10.1,40.63
829,5,1,7,7,7,7,9,21.5,0.05,999,999,99999,10.11,39.98
830,1,7,7,7,7,7,0,19.62,0.02,20.62,0.04,99999,10.14,40.44
831,5,7,7,7,7,7,0,999,999,999,999,-87,10.17,39.98
832,2,7,7,7,7,7,0,21.81,0.07,999,999,50,10.21,40.56
833,5,6,7,6,6,6,0,999,999,999,999,-14,10.26,40.5
834,1,6,6,6,6,6,0,22.24,0.11,999,999,-62,10.28,40.57
835,1,6,6,6,6,6,0,22.45,0.18,999,999,-83,10.28,40.55
836,5,1,1,1,1,9,0,21.32,0.05,999,999,-53,10.31,40.1
837,3,6,6,6,6,6,0,999,999,999,999,99999,10.36,40.59
838,5,7,7,7,7,7,0,999,999,999,999,99999,10.39,42.34
839,5,6,6,6,6,6,0,999,999,999,999,99999,10.41,40.57
840,1,6,6,6,7,6,0,999,999,999,999,99999,10.42,40.84
841,5,7,7,7,7,7,9,22.6,0.1,999,999,99999,10.44,40.27
842,5,7,7,7,7,7,9,21.72,0.06,21.88,0.1,99999,10.45,40.22
843,3,7,7,7,7,7,0,21.47,0.07,21.84,0.13,99999,10.6,42.23
844,3,7,7,7,7,7,5,999,999,999,999,99999,10.62,39.88
845,3,7,7,7,7,7,5,999,999,999,999,99999,10.66,40.04
846,3,7,7,7,7,7,5,999,999,999,999,99999,10.67,40.32
847,3,1,1,1,1,9,0,999,999,999,999,99999,10.68,42.27
848,3,7,7,7,7,7,9,999,999,999,999,99999,10.68,42.37
849,3,6,6,6,6,7,5,999,999,999,999,99999,10.68,41.2
850,3,6,6,6,6,6,5,999,999,999,999,99999,10.69,41.86
851,3,1,1,1,1,9,9,999,999,999,999,99999,10.74,41.91
852,3,7,7,7,23,7,0,999,999,999,999,99999,10.75,42.11
853,3,7,7,7,7,7,5,999,999,999,999,99999,10.75,42.23
854,3,7,7,7,23,7,9,999,999,999,999,99999,10.77,39.83
855,3,1,1,1,1,9,9,999,999,999,999,99999,10.77,42.32
856,5,7,7,7,7,7,9,999,999,999,999,99999,10.78,40.29
857,5,7,7,7,7,7,9,999,999,999,999,99999,10.79,42.42
858,3,7,7,7,7,7,9,999,999,999,999,99999,10.81,42.23
859,2,7,7,7,23,7,5,999,999,999,999,99999,10.81,40.02
860,3,9,1,1,1,9,9,999,999,999,999,99999,10.81,41.98
861,5,1,1,1,1,9,9,999,999,999,999,99999,10.81,40.26
862,5,7,7,7,7,7,9,999,999,999,999,99999,10.83,40.4
863,3,1,1,1,1,9,9,999,999,999,999,99999,10.84,39.83
864,5,1,19,19,19,9,5,999,999,999,999,99999,10.85,40.41
865,3,7,7,7,7,7,9,999,999,999,999,99999,10.89,42.29
866,3,7,7,7,7,7,9,999,999,999,999,99999,10.9,40.65
867,2,7,7,7,7,7,9,999,999,999,999,99999,10.92,39.61
868,5,1,1,1,1,9,9,999,999,999,999,99999,10.93,39.77
869,3,6,6,6,6,6,5,999,999,999,999,99999,10.95,41.86
870,3,7,7,7,7,7,5,999,999,999,999,99999,10.96,39.91
871,3,6,6,6,6,6,9,999,999,999,999,99999,10.99,42
872,3,6,6,6,6,6,5,999,999,999,999,99999,11,41.86
873,3,7,7,7,7,7,9,999,999,999,999,99999,11.01,42.31
874,1,7,7,7,7,7,5,999,999,999,999,99999,11.03,41.67
875,3,6,6,6,6,6,5,999,999,999,999,99999,11.05,42.01
876,3,1,1,1,23,9,9,999,999,999,999,99999,11.06,39.81
877,3,6,6,6,6,6,0,999,999,999,999,99999,11.08,41.87
878,5,7,7,7,7,7,5,999,999,999,999,99999,11.08,42.42
879,3,6,6,6,6,6,5,999,999,999,999,99999,11.09,41.79
880,2,1,1,1,1,9,9,999,999,999,999,99999,11.1,42.07
881,5,7,7,7,7,7,9,999,999,999,999,99999,11.13,40.1
882,3,7,7,7,7,7,5,999,999,999,999,99999,11.17,41.68
883,5,7,7,7,7,7,9,999,999,999,999,99999,11.18,39.77
884,5,6,6,6,6,6,9,999,999,999,999,99999,11.18,42.13
885,3,7,7,7,7,7,5,999,999,999,999,99999,11.18,39.99
886,3,6,6,6,6,6,0,999,999,999,999,99999,11.18,42.17
887,3,7,7,7,7,7,9,999,999,999,999,99999,11.19,40.61
888,3,6,6,6,6,6,9,999,999,999,999,99999,11.2,41.87
889,1,6,6,6,6,6,9,999,999,999,999,99999,11.2,42.1
890,1,6,6,6,6,6,9,999,999,999,999,99999,11.24,41.91
891,1,7,7,7,7,7,9,999,999,999,999,99999,11.25,41.91
892,3,7,7,7,7,7,5,999,999,999,999,99999,11.29,42.04
893,3,9,7,7,7,7,9,999,999,999,999,99999,11.29,40.28
894,3,1,1,30,1,9,9,999,999,999,999,99999,11.3,41.67
895,3,6,6,6,6,6,9,999,999,999,999,99999,11.32,42.18
896,3,6,6,6,6,6,5,999,999,999,999,99999,11.33,41.32
897,5,6,6,6,6,6,9,999,999,999,999,99999,11.34,42.35
898,5,7,7,7,7,7,0,999,999,999,999,99999,11.34,39.65
899,3,7,7,7,7,7,9,999,999,999,999,99999,11.36,40.65
900,5,7,7,7,7,7,9,999,999,999,999,99999,11.37,40.1
901,2,7,7,7,7,7,9,999,999,999,999,99999,11.4,40.59
902,5,6,6,6,6,6,5,999,999,999,999,99999,11.43,41.67
903,5,7,7,7,7,7,5,999,999,999,999,99999,11.44,39.83
904,2,7,7,7,7,7,0,999,999,999,999,99999,11.46,41.03
905,5,7,7,7,7,7,5,999,999,999,999,99999,11.47,40.5
906,3,7,7,7,7,7,9,999,999,999,999,99999,11.48,40.29
907,5,7,7,7,7,7,9,999,999,999,999,-144,11.5,40.61
908,5,7,7,7,7,7,9,999,999,999,999,99999,11.5,40.64
909,3,6,6,6,6,6,9,999,999,999,999,99999,11.53,41.64
910,2,7,7,7,7,7,9,999,999,999,999,99999,11.54,40.84
911,5,1,7,7,7,7,9,999,999,999,999,99999,11.54,40.05
912,3,6,6,6,6,6,9,999,999,999,999,99999,11.55,42.18
913,3,1,7,7,7,7,9,999,999,999,999,99999,11.59,40.85
914,3,7,7,7,7,7,9,999,999,999,999,99999,11.59,40.67
915,2,7,7,7,7,7,9,999,999,999,999,99999,11.59,40.3
916,3,7,7,7,7,7,9,999,999,999,999,99999,11.61,40.84
917,3,6,6,6,7,6,5,999,999,999,999,99999,11.62,41.88
918,5,7,7,7,7,7,5,999,999,999,999,99999,11.62,41.05
919,5,1,1,1,1,9,9,999,999,999,999,99999,11.62,41.06
920,3,7,7,7,7,7,0,999,999,999,999,99999,11.62,40.55
921,3,7,7,7,7,7,9,999,999,999,999,99999,11.62,40.56
922,3,6,6,6,6,6,9,999,999,999,999,99999,11.63,41.97
923,3,6,6,6,6,6,9,999,999,999,999,99999,11.66,42.27
924,5,7,7,7,7,7,9,999,999,999,999,99999,11.66,39.45
925,2,7,7,7,7,7,5,999,999,999,999,99999,11.67,40.05
926,3,6,6,6,6,6,9,999,999,18.89,0.03,99999,11.69,42.35
927,2,7,7,7,7,7,9,999,999,999,999,99999,11.7,40.04
928,3,7,7,7,7,7,9,999,999,999,999,99999,11.71,40.03
929,5,1,1,1,1,9,9,999,999,999,999,99999,11.72,41.25
930,3,7,7,7,7,7,9,999,999,999,999,99999,11.72,40.83
931,5,7,7,7,7,7,0,999,999,999,999,99999,11.73,42.33
932,5,7,7,7,7,7,5,999,999,999,999,99999,11.75,40.33
933,5,7,7,7,7,7,5,999,999,999,999,99999,11.75,40.99
934,5,7,7,7,7,7,5,999,999,999,999,99999,11.75,40.68
935,5,7,7,7,7,7,5,999,999,999,999,99999,11.76,39.38
936,3,7,7,7,7,7,9,999,999,999,999,99999,11.77,40.03
937,5,7,7,7,0,7,9,999,999,999,999,99999,11.77,39.7
938,5,7,7,7,7,7,5,999,999,999,999,99999,11.78,41.6
939,5,1,7,7,7,7,9,999,999,999,999,-87,11.78,39.81
940,5,9,7,7,7,7,9,999,999,999,999,-3,11.81,39.75
941,5,7,7,7,7,7,0,999,999,999,999,99999,11.84,39.74
942,3,6,6,6,6,6,5,999,999,999,999,99999,11.85,41.76
943,3,7,7,7,7,7,9,999,999,999,999,99999,11.85,40.33
944,5,7,7,7,7,7,9,999,999,999,999,99999,11.86,40.91
945,5,7,7,7,7,7,5,999,999,999,999,99999,11.87,40.04
946,3,1,7,7,7,7,5,999,999,999,999,99999,11.88,40.45
947,5,7,7,7,7,7,0,999,999,999,999,99999,11.88,40.89
948,5,7,7,7,7,7,9,999,999,999,999,99999,11.89,39.95
949,3,1,1,1,1,9,5,999,999,999,999,99999,11.9,40.44
950,5,1,7,7,7,7,5,999,999,999,999,-205,11.9,40.38
951,3,1,1,1,1,9,9,999,999,999,999,99999,11.91,40.42
952,3,1,7,7,7,7,9,999,999,999,999,99999,11.91,40.42
953,5,6,6,6,6,6,9,999,999,999,999,99999,11.92,42.07
954,5,7,7,7,7,7,9,999,999,999,999,99999,11.94,41.26
955,5,7,7,7,7,7,5,999,999,999,999,99999,11.94,39.74
956,3,7,7,7,7,7,5,999,999,999,999,99999,11.96,40.13
957,3,7,7,7,23,7,1,20.21,0.04,20.59,0.08,-446,11.98,41.76
958,5,6,19,19,19,6,0,999,999,999,999,-44,11.99,42.12
959,5,7,7,7,7,7,9,999,999,999,999,99999,12.04,39.5
960,5,7,7,7,7,7,0,18.35,0.01,18.62,0.01,-151,12.04,41.54
961,5,1,1,1,1,9,0,21.14,0.03,999,999,21,12.07,40.36
962,5,1,1,30,1,9,9,999,999,999,999,-354,12.08,42.14
963,3,1,1,1,1,9,9,21.42,0.07,22.47,0.24,-192,12.11,41.64
964,5,7,7,7,7,7,0,20.71,0.05,21.88,0.15,-640,12.12,41.59
965,5,7,7,7,7,7,0,999,999,999,999,99999,12.12,41.64
966,5,7,7,7,7,7,9,999,999,999,999,99999,12.15,41.35
967,2,7,7,7,7,7,0,999,999,999,999,99999,12.23,39.6
968,5,9,19,19,19,9,9,18.66,0.02,19.03,0.03,-111,12.26,42.26
969,3,7,7,7,23,7,9,999,999,999,999,-491,12.29,41.29
970,1,7,7,7,23,7,5,999,999,999,999,-348,12.3,41.12
971,2,1,7,7,7,7,9,999,999,999,999,-215,12.32,40.77
972,2,1,7,7,7,7,9,999,999,999,999,-342,12.32,40.75
973,2,1,7,7,7,7,9,19.85,0.04,20.34,0.06,-532,12.37,41.08
974,5,7,7,7,7,7,0,20.82,0.1,21.13,0.14,-374,12.38,41.65
975,5,9,19,19,19,9,9,19.61,0.03,20.35,0.07,99999,12.4,42.27
976,5,7,7,7,7,7,0,21.81,0.1,21.85,0.13,-261,12.45,41.95
977,1,7,7,29,23,29,5,999,999,999,999,19,12.47,41.61
978,2,7,7,7,7,7,0,999,999,999,999,-67,12.47,40.89
979,2,7,7,7,7,7,0,999,999,999,999,99999,12.52,40.63
980,5,7,7,7,7,7,0,999,999,999,999,36856,12.56,40.94
981,2,1,7,7,7,7,0,999,999,999,999,99999,12.58,40.97
982,5,7,7,7,7,7,0,999,999,999,999,21885,12.63,41.22
983,5,7,7,7,7,7,0,999,999,999,999,19442,12.7,42.36
984,5,9,9,9,9,9,0,999,999,999,999,38379,8.83,40.15
985,5,9,9,9,9,9,9,20.61,0.02,21,0.04,25791,8.89,40.38
986,5,9,9,9,9,9,0,999,999,999,999,41215,8.97,40.35
987,5,9,9,9,9,9,0,999,999,999,999,16900,9.04,39.97
988,5,6,6,6,6,6,9,20.59,0.02,21.21,0.05,43800,9.37,39.95
989,5,9,9,9,9,9,0,22.37,0.19,999,999,50020,9.41,39.78
990,3,6,6,6,6,6,0,21.38,0.07,999,999,41066,9.49,40.41
991,5,6,19,19,19,6,0,999,999,999,999,29330,9.72,39.86
992,3,6,6,6,6,6,0,999,999,999,999,99999,9.73,40.45
993,5,6,6,29,6,29,9,19.97,0.03,20.32,0.06,38800,9.81,40.13
994,4,9,9,30,9,9,0,20.72,0.03,21.28,0.06,38409,9.82,40.68
995,1,6,6,6,6,6,0,999,999,999,999,35798,9.96,40.3
996,3,6,6,0,0,0,0,999,999,999,999,16818,10.08,40.55
997,1,6,6,6,6,6,0,999,999,999,999,40016,10.2,40.68
998,4,7,7,7,7,7,5,19.63,0.02,20.21,0.03,35669,10.22,40.6
999,5,6,6,6,6,6,0,999,999,999,999,38853,10.35,40.48
1000,1,6,6,6,6,6,0,999,999,999,999,31445,10.37,40.75
1001,5,6,6,6,6,6,0,19.44,0.02,20.06,0.03,99999,10.49,40.38
1002,3,0,0,0,0,0,0,999,999,999,999,37846,10.54,40.85
1003,5,6,6,6,6,6,0,999,999,999,999,28040,10.54,40.63
1004,5,9,7,7,7,7,0,999,999,999,999,31682,10.55,40.32
1005,1,7,7,7,7,0,0,999,999,999,999,14415,10.68,40.49
1006,3,0,0,0,0,0,0,999,999,999,999,32600,10.85,41.77
1007,3,7,0,0,0,0,0,999,999,999,999,29715,10.86,40.79
1008,4,9,9,30,9,9,0,22.18,0.16,999,999,40400,11.04,41.98
1009,1,7,7,7,7,7,0,999,999,999,999,39708,11.15,41.89
1010,5,6,6,6,6,6,0,999,999,999,999,32141,11.38,42.24
1011,2,6,6,6,6,6,9,999,999,999,999,99999,11.46,41.81
1012,4,6,6,6,6,6,9,999,999,999,999,99999,11.47,41.71
1013,5,6,6,6,6,6,5,999,999,999,999,35349,11.52,42.49
1014,5,6,6,6,6,6,0,999,999,999,999,28552,11.59,42.57
1015,4,6,6,6,6,6,5,999,999,999,999,35984,11.67,42.26
1016,5,9,19,19,19,7,9,999,999,999,999,38863,11.69,42.81
1017,5,9,19,19,19,7,5,999,999,999,999,22247,11.85,42.66
1018,5,7,19,19,19,7,5,999,999,999,999,52703,11.91,42.8
1019,2,9,19,19,19,9,9,999,999,999,999,33180,11.94,41.75
1020,2,7,19,19,19,7,5,999,999,999,999,35611,11.98,42.73
1021,5,9,19,19,19,9,9,999,999,999,999,32633,12.04,42.96
1022,5,9,19,19,19,9,9,999,999,999,999,38208,12.04,42.92
1023,5,6,19,19,19,6,0,999,999,999,999,30195,12.12,42.31
1024,2,7,19,19,19,7,0,21.61,0.09,22.09,0.14,30150,12.2,42.55
1025,5,7,19,19,19,7,0,999,999,999,999,29880,12.28,42.51
1026,5,9,19,19,19,9,5,999,999,999,999,53369,12.31,42.89
1027,2,7,19,19,19,7,0,999,999,999,999,99999,12.34,42.27
1028,5,9,19,19,19,9,0,999,999,999,999,54169,12.4,42.85
1029,5,9,19,19,19,9,0,22.23,0.16,999,999,36308,12.42,42.76
1030,1,6,6,6,6,6,0,999,999,999,999,36443,10.31,40.57
1031,1,6,6,6,6,6,0,999,999,999,999,13964,10.3,41.09
1032,4,7,7,7,7,7,0,20.29,0.03,20.97,0.06,28367,10.38,41.08
1033,4,6,6,6,6,6,0,999,999,999,999,37728,11.44,41.87
1034,1,7,7,7,7,7,0,999,999,999,999,19280,11.29,42
1035,1,7,7,7,7,9,0,999,999,999,999,28690,10.2,40.93
1036,3,6,6,6,6,6,0,999,999,999,999,44069,10.2,40.99
1037,3,6,6,6,6,6,0,999,999,999,999,29766,10.26,41.05
1038,3,6,6,6,6,6,0,999,999,999,999,38544,10.24,41.06
1039,4,6,6,6,6,6,0,21.48,0.06,22.18,0.14,29766,10.31,41.16
1040,4,9,9,9,9,9,0,999,999,999,999,23717,10.64,40.93
1041,4,7,7,7,7,7,0,21.78,0.09,999,999,38260,10.62,41.1
1042,4,6,6,6,6,6,0,21.56,0.08,22.33,0.17,36203,10.44,41.31
1043,4,7,7,7,7,7,0,999,999,999,999,15538,10.9,41.17
1044,4,6,6,6,6,6,0,999,999,999,999,46030,10.68,41.53
1045,3,7,7,7,7,7,0,999,999,999,999,22176,10.8,41.47
1046,3,6,6,6,6,6,0,999,999,999,999,36203,11.23,41.49
1047,4,6,6,6,6,6,9,999,999,999,999,43847,11.25,41.48
1048,2,6,6,6,6,6,0,999,999,999,999,34278,11.98,42.48
1049,1,7,19,7,19,7,0,999,999,999,999,-479,12.19,42.39
1050,5,12,12,12,9,9,0,999,999,999,999,-465,8.72,39.83
1051,2,7,7,7,7,7,0,21.36,0.1,21.7,0.15,57824,8.81,39.76
1052,2,6,6,6,6,6,0,999,999,999,999,-344,11.81,42.36
1053,5,11,11,11,9,9,0,999,999,999,999,35747,8.17,40.03
1054,4,9,9,9,9,9,0,999,999,21.68,0.18,35609,9.73,41.17
1055,2,11,11,11,9,9,0,999,999,999,999,43731,9.83,40.37
1056,2,7,7,7,7,7,0,999,999,999,999,36734,9.91,42.17
1057,2,6,6,6,6,6,0,999,999,999,999,53063,11.09,41.92
1058,2,11,11,11,9,9,5,22.1,0.13,999,999,54253,11.61,41.05
1059,2,11,11,11,9,9,0,999,999,999,999,32914,11.66,39.4
1060,2,6,6,6,6,6,0,20.54,0.03,21.24,0.06,33133,12.06,42.42
1061,2,9,9,9,9,9,0,20.96,0.04,21.61,0.08,27827,13.02,41.58
1062,1,6,6,24,6,24,0,999,999,999,999,43089,10.94,41.3
1063,1,7,7,24,7,24,0,999,999,999,999,39863,10.98,41.24
1064,3,7,7,24,7,24,0,999,999,999,999,40931,10.99,41.23
1065,1,6,6,24,6,24,0,999,999,999,999,40952,10.99,41.36
1066,1,6,6,24,6,24,0,999,999,999,999,38394,11,41.29
1067,1,6,6,24,6,24,0,999,999,999,999,30447,11.01,41.36
1068,1,9,7,7,7,24,0,999,999,999,999,16794,11.03,41.4
1069,4,7,7,7,7,24,0,999,999,999,999,16525,11.05,41.4
1070,1,6,6,24,6,24,0,999,999,999,999,38574,11.06,41.37
1071,1,6,6,24,6,24,0,20.55,0.03,21.17,0.06,29790,11.08,41.35
1072,1,6,6,24,6,24,0,999,999,999,999,36008,11.08,41.4
1073,4,6,6,24,6,24,0,21.56,0.04,22.37,0.1,33280,11.08,41.46
1074,1,6,6,24,6,24,0,999,999,999,999,33136,11.09,41.56
1075,1,6,6,24,6,24,0,20.13,0.02,20.58,0.04,23735,11.1,41.57
1076,1,6,6,24,6,24,9,999,999,999,999,99999,11.13,41.5
1077,1,6,6,24,6,24,9,999,999,999,999,40043,11.13,41.47
1078,1,6,6,24,6,24,0,999,999,999,999,28771,11.14,41.35
1079,1,6,6,24,6,24,9,21.96,0.09,22.56,0.19,-188,11.14,41.39
1080,3,6,6,24,6,24,9,21.08,0.04,21.66,0.07,32363,11.14,41.4
1081,1,6,0,24,6,7,0,999,999,22.76,0.19,21843,11.15,41.59
1082,1,6,6,24,6,24,9,999,999,999,999,38349,11.15,41.45
1083,1,6,6,24,6,24,0,999,999,999,999,33610,11.16,41.48
1084,1,6,6,24,6,24,0,999,999,999,999,99999,11.17,41.5
1085,3,6,6,24,6,24,0,999,999,999,999,99999,11.23,41.69
1086,1,6,6,24,6,24,0,999,999,999,999,99999,11.24,41.8
1087,3,7,7,24,7,24,9,999,999,999,999,99999,11.25,41.71
1088,1,6,6,24,6,24,9,999,999,999,999,99999,11.25,41.56
1089,4,6,6,24,6,24,9,999,999,999,999,85228,11.26,41.65
1090,1,6,6,24,6,7,9,999,999,999,999,85177,11.26,41.78
1091,4,6,6,24,6,24,9,999,999,999,999,-184,11.26,41.67
1092,1,6,6,24,6,24,9,999,999,999,999,-70,11.27,41.77
1093,3,6,6,24,6,24,5,999,999,999,999,99999,11.28,41.65
1094,1,6,6,24,6,24,0,999,999,999,999,99999,11.28,41.76
1095,2,6,6,24,6,24,5,999,999,999,999,99999,11.29,41.71
1096,4,6,6,24,6,7,9,999,999,999,999,47585,11.3,41.65
1097,1,6,6,24,6,24,9,999,999,999,999,38498,11.3,41.82
1098,1,6,7,24,6,24,9,999,999,999,999,32384,11.3,41.67
1099,3,6,6,24,6,24,5,999,999,999,999,32409,11.31,41.71
1100,1,6,6,24,0,24,5,999,999,999,999,46000,11.31,41.71
1101,1,6,6,24,6,24,5,999,999,999,999,36400,11.31,41.79
1102,2,6,6,24,6,24,5,999,999,999,999,55100,11.32,41.75
1103,1,6,6,24,6,24,0,999,999,999,999,29787,11.32,41.72
1104,4,6,6,24,6,7,0,999,999,999,999,31226,11.32,41.66
1105,1,6,6,24,6,24,0,999,999,999,999,38304,11.32,41.7
1106,1,6,6,24,6,24,0,999,999,999,999,41419,11.32,41.68
1107,1,6,6,24,6,24,0,21.95,0.04,22.93,0.18,38131,11.33,41.81
1108,1,6,6,24,6,24,0,21.72,0.05,22.21,0.08,57281,11.34,41.8
1109,1,6,6,24,6,24,0,999,999,999,999,52398,11.36,41.76
